ID,Latitude,Longitude,number,formatted_ID
POWER GENERATION  LOCATION,3.04786516847402,35.94386651584315,0,POWER GENERATION  LOCATION
E,3.048925504803433,35.93659916077445,0,E
E,3.049941388810975,35.93654171116589,0,E
E,3.051455569342483,35.93964685982386,0,E
E,3.052076895748249,35.93829211379548,0,E
E,3.053077606462727,35.93892663038881,0,E
E,3.051253589115259,35.93845577667346,0,E
E,3.051250829808529,35.93746666826747,0,E
E,3.05196288527892,35.93873943954514,0,E
E,3.050642969262173,35.93822387941118,0,E
E,3.050927035694288,35.93861764122663,0,E
E,3.054318254603445,35.94073091273132,0,E
E,3.053172972066769,35.93953988238191,0,E
E,3.053050797163007,35.94025115951892,0,E
E,3.052760955043738,35.93975492962702,0,E
E,3.05198245344898,35.9396588916675,0,E
E,3.051816453031852,35.94050035806894,0,E
E,3.052168772284738,35.94007754068107,0,E
E,3.051438203252431,35.94043720768531,0,E
E,3.051252488993762,35.93929091111353,0,E
E,3.051166762498696,35.94042750121599,0,E
E,3.05099951369203,35.94064353692009,0,E
E,3.049666535787554,35.93881032674921,0,E
E,3.050604437688733,35.93976863438655,0,E
E,3.049209371468304,35.94011901076348,0,E
E,3.050058757873265,35.94087828825359,0,E
E,3.049981794184911,35.94015926341234,0,E
E,3.049328932988437,35.94160524324442,0,E
E,3.051577101539239,35.93703533436373,0,E
E,3.048042074466873,35.94386039409295,0,E
E,3.052277466776399,35.93725493034467,0,E
E,3.053144249670995,35.9381736195498,0,E
Section E,3.051118503219288,35.94075031571452,0,SECTION E
Section A,3.0453848081107,35.93995616509061,0,SECTION A
Section B,3.049949272210939,35.93638016198037,0,SECTION B
E,3.048884376246593,35.93630516943108,0,E
E,3.048372625327697,35.93791121756872,0,E
E,3.048707328544223,35.93797018491635,0,E
E,3.051694192884407,35.93849094098793,0,E
E,3.046529163606833,35.95111309106201,0,E
E,3.047827880303902,35.94316515304852,0,E
E,3.050325348285442,35.93690457907584,0,E
E,3.051167233876644,35.93600067282772,0,E
E,3.051245485730317,35.93675745482425,0,E
E,3.053469786331397,35.9378860861956,0,E
E,3.052799683489349,35.9372392375676,0,E
E,3.052354486470614,35.93963661015524,0,E
E,3.051991860207843,35.93897703476914,0,E
E,3.049476310219209,35.94223704279143,0,E
E,3.045007674359983,35.94921195189629,0,E
E,3.04540722725122,35.94707125870548,0,E
E,3.046531247771553,35.94492482826953,0,E
E,3.044535738844696,35.93868002027263,0,E
E,3.043891471407809,35.94097614200017,0,E
E,3.046191503820342,35.94236909883407,0,E
E,3.05241435431828,35.94032011675618,0,E
E,3.052396107558493,35.93516142285649,0,E
E,3.052087026600341,35.93586682872532,0,E
E,3.053248763574657,35.93735646523549,0,E
E,3.05208781879084,35.93738305129436,0,E
Section C,3.050973000516684,35.93794827378675,0,SECTION C
Section D,3.052109500063092,35.93900223969334,0,SECTION D
1 FUSE,3.047977825273399,35.94382326814716,1,P1
1 FUSE,3.050047130678531,35.93946059657543,1,P1
C/OUT1,3.047690854939035,35.94301483055782,1,P1
P1.T,3.048048728854483,35.94382263278079,1,P1
P2.NT,3.047900971502465,35.94360430051289,2,P2
P3 N,3.048266386625148,35.94349357366902,3,P3
P4 N,3.0486079111399,35.94338714241984,4,P4
P5,3.047765443594815,35.94316595976012,5,P5
P6 N,3.047582320652606,35.94342574097773,6,P6
P7 N,3.04741696454131,35.94367408559324,7,P7
P8 N,3.04708267086613,35.94415860038801,8,P8
P9 N,3.046903951369617,35.94442074373669,9,P9
P10 N,3.046736914974917,35.94467158999255,10,P10
P11 N,3.046569148527832,35.94493626892088,11,P11
P12 N,3.046415269272777,35.94519766918817,12,P12
P13 N,3.046152494752665,35.94564449845494,13,P13
P14 N,3.045912643003642,35.94611431243413,14,P14
P15 N,3.045633084533157,35.94658588148279,15,P15
P16 N,3.045420662247608,35.9471010897033,16,P16
P17 N,3.04530758168472,35.94736792389944,17,P17
P18 N,3.045199390816071,35.94764744738067,18,P18
P19 N,3.045002301866574,35.94812494443799,19,P19
P20 N,3.044966648463026,35.94866360140988,20,P20
P21,3.044928936012874,35.9492216252054,21,P21
P22 N,3.045276491687122,35.94961208346157,22,P22
P23 N,3.045608694603552,35.94998249958301,23,P23
P24 N,3.045978556311849,35.95039016945593,24,P24
P25 N,3.04629251967431,35.95075270310971,25,P25
P26 N,3.046576619783893,35.95106058810756,26,P26
P27 N,3.047368694442357,35.94309123090155,27,P27
P28 N,3.047110147661066,35.94304341206001,28,P28
P29 N,3.046856614273326,35.94300284090021,29,P29
P30 N,3.046499706324323,35.94270641097063,30,P30
P31 N,3.046166553975873,35.94241453962452,31,P31
P32 N,3.045803197840674,35.94210451667846,32,P32
P33 N,3.045443704625109,35.94179722770204,33,P33
P34 N,3.045009488550611,35.94143637342212,34,P34
P35,3.044607103670097,35.94120007386932,35,P35
P36,3.044297970904771,35.94111475776565,36,P36
P37,3.04384765377345,35.94098776039088,37,P37
P38 N,3.04392809449565,35.94067643670113,38,P38
P39 N,3.044025788121044,35.94031263110399,39,P39
P40 N,3.04422008113985,35.93984763903359,40,P40
P41 N,3.044368992174618,35.9394905278703,41,P41
P42 N,3.04447872917084,35.93908897607798,42,P42
P43 N,3.044585207464682,35.93867443362682,43,P43
P44 N,3.048108707319567,35.94283948954933,44,P44
P45 N,3.048403713539744,35.94254934993881,45,P45
P46 N,3.048777742269311,35.9422725300714,46,P46
P47 NT,3.049150009160813,35.94200737979587,47,P47
P48 N,3.049513081137876,35.9421734677416,48,P48
P49 N,3.049398585342874,35.94156802910921,49,P49
